"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 21 07:19:08 GMT 2024","Thu Nov 21 07:19:08 GMT 2024","1","","","","BasedGram.Tests.Unit.Services.TestDialogService","BasedGram.Tests.Unit.Services.TestDialogService.CreateDialog_ShouldCreateDialog_WhenDialogDoesNotExist","BasedGram.Tests.Unit.Services.TestDialogService.CreateDialog_ShouldCreateDialog_WhenDialogDoesNotExist",""
"passed","Thu Nov 21 07:19:40 GMT 2024","Thu Nov 21 07:19:40 GMT 2024","8","","","","BasedGram.Tests.Integration.Services.TestUserService","BasedGram.Tests.Integration.Services.TestUserService.FindUser_Ok","BasedGram.Tests.Integration.Services.TestUserService.FindUser_Ok",""
"passed","Thu Nov 21 07:19:08 GMT 2024","Thu Nov 21 07:19:08 GMT 2024","1","","","","BasedGram.Tests.Unit.Services.TestDialogService","BasedGram.Tests.Unit.Services.TestDialogService.UpdateMessage_ShouldThrowException_WhenRepositoryFails","BasedGram.Tests.Unit.Services.TestDialogService.UpdateMessage_ShouldThrowException_WhenRepositoryFails",""
"passed","Thu Nov 21 07:19:08 GMT 2024","Thu Nov 21 07:19:09 GMT 2024","8","","","","BasedGram.Tests.Unit.Repositories.TestMessageRepository","BasedGram.Tests.Unit.Repositories.TestMessageRepository.UpdateMessage_Ok","BasedGram.Tests.Unit.Repositories.TestMessageRepository.UpdateMessage_Ok",""
"passed","Thu Nov 21 07:19:08 GMT 2024","Thu Nov 21 07:19:08 GMT 2024","0","","","","BasedGram.Tests.Unit.Services.TestUserService","BasedGram.Tests.Unit.Services.TestUserService.GetUser_Ok","BasedGram.Tests.Unit.Services.TestUserService.GetUser_Ok",""
"passed","Thu Nov 21 07:19:08 GMT 2024","Thu Nov 21 07:19:08 GMT 2024","0","","","","BasedGram.Tests.Unit.Services.TestDialogService","BasedGram.Tests.Unit.Services.TestDialogService.DeleteDialog_ShouldThrowException_WhenExceptionOccurs","BasedGram.Tests.Unit.Services.TestDialogService.DeleteDialog_ShouldThrowException_WhenExceptionOccurs",""
"passed","Thu Nov 21 07:19:40 GMT 2024","Thu Nov 21 07:19:40 GMT 2024","5","","","","BasedGram.Tests.Integration.Services.TestDialogService","BasedGram.Tests.Integration.Services.TestDialogService.CreateMessage_ShouldCreateAndSend_WhenValid","BasedGram.Tests.Integration.Services.TestDialogService.CreateMessage_ShouldCreateAndSend_WhenValid",""
"passed","Thu Nov 21 07:19:08 GMT 2024","Thu Nov 21 07:19:08 GMT 2024","3","","","","BasedGram.Tests.Unit.Services.TestDialogService","BasedGram.Tests.Unit.Services.TestDialogService.GetDialogMessages_ShouldReturnSortedMessages_WhenMessagesExist","BasedGram.Tests.Unit.Services.TestDialogService.GetDialogMessages_ShouldReturnSortedMessages_WhenMessagesExist",""
"passed","Thu Nov 21 07:19:08 GMT 2024","Thu Nov 21 07:19:08 GMT 2024","2","","","","BasedGram.Tests.Unit.Repositories.TestDialogRepository","BasedGram.Tests.Unit.Repositories.TestDialogRepository.Update_NotFound","BasedGram.Tests.Unit.Repositories.TestDialogRepository.Update_NotFound",""
"passed","Thu Nov 21 07:19:08 GMT 2024","Thu Nov 21 07:19:08 GMT 2024","4","","","","BasedGram.Tests.Unit.Repositories.TestDialogRepository","BasedGram.Tests.Unit.Repositories.TestDialogRepository.CreateDialog_NonUniqueException","BasedGram.Tests.Unit.Repositories.TestDialogRepository.CreateDialog_NonUniqueException",""
"passed","Thu Nov 21 07:19:08 GMT 2024","Thu Nov 21 07:19:08 GMT 2024","1","","","","BasedGram.Tests.Unit.Converters.TestDialogConverter","BasedGram.Tests.Unit.Converters.TestDialogConverter.CoreToDbModel_ShouldConvertProperly","BasedGram.Tests.Unit.Converters.TestDialogConverter.CoreToDbModel_ShouldConvertProperly",""
"passed","Thu Nov 21 07:19:08 GMT 2024","Thu Nov 21 07:19:08 GMT 2024","3","","","","BasedGram.Tests.Unit.Services.TestDialogService","BasedGram.Tests.Unit.Services.TestDialogService.UnblockDialog_ShouldUnblockDialog_WhenValid","BasedGram.Tests.Unit.Services.TestDialogService.UnblockDialog_ShouldUnblockDialog_WhenValid",""
"passed","Thu Nov 21 07:19:46 GMT 2024","Thu Nov 21 07:19:46 GMT 2024","5","","","","BasedGram.Tests.Integration.Repositories.TestMessageRepository","BasedGram.Tests.Integration.Repositories.TestMessageRepository.UpdateMessage_NotFound","BasedGram.Tests.Integration.Repositories.TestMessageRepository.UpdateMessage_NotFound",""
"passed","Thu Nov 21 07:19:08 GMT 2024","Thu Nov 21 07:19:08 GMT 2024","4","","","","BasedGram.Tests.Unit.Repositories.TestDialogRepository","BasedGram.Tests.Unit.Repositories.TestDialogRepository.GetDialogByID_NotFound","BasedGram.Tests.Unit.Repositories.TestDialogRepository.GetDialogByID_NotFound",""
"passed","Thu Nov 21 07:19:08 GMT 2024","Thu Nov 21 07:19:08 GMT 2024","2","","","","BasedGram.Tests.Unit.Repositories.TestUserRepository","BasedGram.Tests.Unit.Repositories.TestUserRepository.DeleteUser_Ok","BasedGram.Tests.Unit.Repositories.TestUserRepository.DeleteUser_Ok",""
"passed","Thu Nov 21 07:19:08 GMT 2024","Thu Nov 21 07:19:08 GMT 2024","4","","","","BasedGram.Tests.Unit.Services.TestDialogService","BasedGram.Tests.Unit.Services.TestDialogService.CreateDialog_ShouldThrowException_WhenDialogAlreadyExists","BasedGram.Tests.Unit.Services.TestDialogService.CreateDialog_ShouldThrowException_WhenDialogAlreadyExists",""
"passed","Thu Nov 21 07:19:44 GMT 2024","Thu Nov 21 07:19:44 GMT 2024","299","","","","BasedGram.Tests.Integration.Repositories.TestMessageRepository","BasedGram.Tests.Integration.Repositories.TestMessageRepository.GetAllMessages_Ok","BasedGram.Tests.Integration.Repositories.TestMessageRepository.GetAllMessages_Ok",""
