"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 20 21:25:28 GMT 2024","Wed Nov 20 21:25:28 GMT 2024","5","","","","BasedGram.Tests.Integration.Services.TestDialogService","BasedGram.Tests.Integration.Services.TestDialogService.CreateMessage_ShouldCreateAndSend_WhenValid","BasedGram.Tests.Integration.Services.TestDialogService.CreateMessage_ShouldCreateAndSend_WhenValid",""
"passed","Wed Nov 20 21:25:32 GMT 2024","Wed Nov 20 21:25:33 GMT 2024","316","","","","BasedGram.Tests.Integration.Repositories.TestMessageRepository","BasedGram.Tests.Integration.Repositories.TestMessageRepository.GetUserMessagesInDialog_Ok","BasedGram.Tests.Integration.Repositories.TestMessageRepository.GetUserMessagesInDialog_Ok",""
"passed","Wed Nov 20 21:24:55 GMT 2024","Wed Nov 20 21:24:55 GMT 2024","5","","","","BasedGram.Tests.Unit.Services.TestUserService","BasedGram.Tests.Unit.Services.TestUserService.GetUser_NotFound","BasedGram.Tests.Unit.Services.TestUserService.GetUser_NotFound",""
"passed","Wed Nov 20 21:25:28 GMT 2024","Wed Nov 20 21:25:28 GMT 2024","10","","","","BasedGram.Tests.Integration.Services.TestDialogService","BasedGram.Tests.Integration.Services.TestDialogService.GetDialog_ShouldReturnDialog_WhenDialogExists","BasedGram.Tests.Integration.Services.TestDialogService.GetDialog_ShouldReturnDialog_WhenDialogExists",""
"passed","Wed Nov 20 21:24:55 GMT 2024","Wed Nov 20 21:24:55 GMT 2024","13","","","","BasedGram.Tests.Unit.Services.TestDialogService","BasedGram.Tests.Unit.Services.TestDialogService.GetDialog_ShouldThrowException_WhenDialogDoesNotExist","BasedGram.Tests.Unit.Services.TestDialogService.GetDialog_ShouldThrowException_WhenDialogDoesNotExist",""
"passed","Wed Nov 20 21:25:28 GMT 2024","Wed Nov 20 21:25:28 GMT 2024","4","","","","BasedGram.Tests.Integration.Services.TestUserService","BasedGram.Tests.Integration.Services.TestUserService.GetUser_Ok","BasedGram.Tests.Integration.Services.TestUserService.GetUser_Ok",""
"passed","Wed Nov 20 21:25:34 GMT 2024","Wed Nov 20 21:25:34 GMT 2024","303","","","","BasedGram.Tests.Integration.Repositories.TestMessageRepository","BasedGram.Tests.Integration.Repositories.TestMessageRepository.DeleteMessage_NotFound","BasedGram.Tests.Integration.Repositories.TestMessageRepository.DeleteMessage_NotFound",""
"passed","Wed Nov 20 21:24:55 GMT 2024","Wed Nov 20 21:24:55 GMT 2024","1","","","","BasedGram.Tests.Unit.Services.TestUserService","BasedGram.Tests.Unit.Services.TestUserService.FreezeUser_NotFound","BasedGram.Tests.Unit.Services.TestUserService.FreezeUser_NotFound",""
"passed","Wed Nov 20 21:24:55 GMT 2024","Wed Nov 20 21:24:55 GMT 2024","3","","","","BasedGram.Tests.Unit.Repositories.TestDialogRepository","BasedGram.Tests.Unit.Repositories.TestDialogRepository.CreateDialog_NonUniqueException","BasedGram.Tests.Unit.Repositories.TestDialogRepository.CreateDialog_NonUniqueException",""
"passed","Wed Nov 20 21:25:27 GMT 2024","Wed Nov 20 21:25:27 GMT 2024","511","","","","BasedGram.Tests.Integration.Services.TestAuthService","BasedGram.Tests.Integration.Services.TestAuthService.RegisterUser_ShouldCreateUser_WhenUserDoesNotExist","BasedGram.Tests.Integration.Services.TestAuthService.RegisterUser_ShouldCreateUser_WhenUserDoesNotExist",""
