"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 23 22:58:47 GMT 2024","Wed Oct 23 22:58:48 GMT 2024","1369","","","","BasedGram.Tests.Integration.Services.TestAuthService","BasedGram.Tests.Integration.Services.TestAuthService.LoginUser_ShouldThrowIncorrectPasswordException_WhenPasswordIsIncorrect","BasedGram.Tests.Integration.Services.TestAuthService.LoginUser_ShouldThrowIncorrectPasswordException_WhenPasswordIsIncorrect",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","17","","","","BasedGram.Tests.Unit.Repositories.TestMessageRepository","BasedGram.Tests.Unit.Repositories.TestMessageRepository.UpdateMessage_NotFound","BasedGram.Tests.Unit.Repositories.TestMessageRepository.UpdateMessage_NotFound",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","3","","","","BasedGram.Tests.Unit.Repositories.TestDialogRepository","BasedGram.Tests.Unit.Repositories.TestDialogRepository.GetDialogByID_Ok","BasedGram.Tests.Unit.Repositories.TestDialogRepository.GetDialogByID_Ok",""
"passed","Wed Oct 23 22:58:57 GMT 2024","Wed Oct 23 22:58:57 GMT 2024","3","","","","BasedGram.Tests.Integration.Repositories.TestUserRepository","BasedGram.Tests.Integration.Repositories.TestUserRepository.ListAllUsers_Empty","BasedGram.Tests.Integration.Repositories.TestUserRepository.ListAllUsers_Empty",""
"passed","Wed Oct 23 22:58:50 GMT 2024","Wed Oct 23 22:58:50 GMT 2024","3","","","","BasedGram.Tests.Integration.Services.TestDialogService","BasedGram.Tests.Integration.Services.TestDialogService.CreateMessage_ShouldThrowException_WhenRepositoryFails","BasedGram.Tests.Integration.Services.TestDialogService.CreateMessage_ShouldThrowException_WhenRepositoryFails",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","1","","","","BasedGram.Tests.Unit.Repositories.TestMessageRepository","BasedGram.Tests.Unit.Repositories.TestMessageRepository.DeleteMessage_NotFound","BasedGram.Tests.Unit.Repositories.TestMessageRepository.DeleteMessage_NotFound",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","16","","","","BasedGram.Tests.Unit.Repositories.TestUserRepository","BasedGram.Tests.Unit.Repositories.TestUserRepository.DeleteUser_NotFound","BasedGram.Tests.Unit.Repositories.TestUserRepository.DeleteUser_NotFound",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","0","","","","BasedGram.Tests.Unit.Converters.TestDialogConverter","BasedGram.Tests.Unit.Converters.TestDialogConverter.CoreToDbModel_ShouldReturnNull_WhenNullInput","BasedGram.Tests.Unit.Converters.TestDialogConverter.CoreToDbModel_ShouldReturnNull_WhenNullInput",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","2","","","","BasedGram.Tests.Unit.Repositories.TestUserRepository","BasedGram.Tests.Unit.Repositories.TestUserRepository.DeleteUser_Ok","BasedGram.Tests.Unit.Repositories.TestUserRepository.DeleteUser_Ok",""
"passed","Wed Oct 23 22:58:54 GMT 2024","Wed Oct 23 22:58:54 GMT 2024","4","","","","BasedGram.Tests.Integration.Repositories.TestMessageRepository","BasedGram.Tests.Integration.Repositories.TestMessageRepository.GetAllMessagesInDialog_NotFound","BasedGram.Tests.Integration.Repositories.TestMessageRepository.GetAllMessagesInDialog_NotFound",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","2","","","","BasedGram.Tests.Unit.Services.TestDialogService","BasedGram.Tests.Unit.Services.TestDialogService.GetAllMessages_ShouldReturnSortedMessages_WhenMessagesExist","BasedGram.Tests.Unit.Services.TestDialogService.GetAllMessages_ShouldReturnSortedMessages_WhenMessagesExist",""
"passed","Wed Oct 23 22:58:50 GMT 2024","Wed Oct 23 22:58:50 GMT 2024","10","","","","BasedGram.Tests.Integration.Services.TestDialogService","BasedGram.Tests.Integration.Services.TestDialogService.GetDialogMessages_ShouldReturnEmpty_WhenNoMessagesExist","BasedGram.Tests.Integration.Services.TestDialogService.GetDialogMessages_ShouldReturnEmpty_WhenNoMessagesExist",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","9","","","","BasedGram.Tests.Unit.Repositories.TestUserRepository","BasedGram.Tests.Unit.Repositories.TestUserRepository.CreateUser_NonUniqueException","BasedGram.Tests.Unit.Repositories.TestUserRepository.CreateUser_NonUniqueException",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","11","","","","BasedGram.Tests.Unit.Repositories.TestDialogRepository","BasedGram.Tests.Unit.Repositories.TestDialogRepository.Update_Ok","BasedGram.Tests.Unit.Repositories.TestDialogRepository.Update_Ok",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","15","","","","BasedGram.Tests.Unit.Services.TestDialogService","BasedGram.Tests.Unit.Services.TestDialogService.CreateDialog_ShouldThrowException_WhenDialogAlreadyExists","BasedGram.Tests.Unit.Services.TestDialogService.CreateDialog_ShouldThrowException_WhenDialogAlreadyExists",""
"passed","Wed Oct 23 22:58:56 GMT 2024","Wed Oct 23 22:58:57 GMT 2024","301","","","","BasedGram.Tests.Integration.Repositories.TestUserRepository","BasedGram.Tests.Integration.Repositories.TestUserRepository.CreateUser_NonUniqueException","BasedGram.Tests.Integration.Repositories.TestUserRepository.CreateUser_NonUniqueException",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","2","","","","BasedGram.Tests.Unit.Services.TestDialogService","BasedGram.Tests.Unit.Services.TestDialogService.UpdateMessage_ShouldThrowException_WhenRepositoryFails","BasedGram.Tests.Unit.Services.TestDialogService.UpdateMessage_ShouldThrowException_WhenRepositoryFails",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","1","","","","BasedGram.Tests.Unit.Services.TestUserService","BasedGram.Tests.Unit.Services.TestUserService.GetUser_Ok","BasedGram.Tests.Unit.Services.TestUserService.GetUser_Ok",""
"passed","Wed Oct 23 22:58:50 GMT 2024","Wed Oct 23 22:58:51 GMT 2024","321","","","","BasedGram.Tests.Integration.Repositories.TestDialogRepository","BasedGram.Tests.Integration.Repositories.TestDialogRepository.UnBlockDialog_Ok","BasedGram.Tests.Integration.Repositories.TestDialogRepository.UnBlockDialog_Ok",""
"passed","Wed Oct 23 22:58:50 GMT 2024","Wed Oct 23 22:58:50 GMT 2024","6","","","","BasedGram.Tests.Integration.Services.TestUserService","BasedGram.Tests.Integration.Services.TestUserService.FreezeUser_Ok","BasedGram.Tests.Integration.Services.TestUserService.FreezeUser_Ok",""
"passed","Wed Oct 23 22:58:57 GMT 2024","Wed Oct 23 22:58:57 GMT 2024","4","","","","BasedGram.Tests.Integration.Repositories.TestUserRepository","BasedGram.Tests.Integration.Repositories.TestUserRepository.ListAllAdmins_Empty","BasedGram.Tests.Integration.Repositories.TestUserRepository.ListAllAdmins_Empty",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","1","","","","BasedGram.Tests.Unit.Repositories.TestDialogRepository","BasedGram.Tests.Unit.Repositories.TestDialogRepository.BlockDialog_NotFound","BasedGram.Tests.Unit.Repositories.TestDialogRepository.BlockDialog_NotFound",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","3","","","","BasedGram.Tests.Unit.Repositories.TestMessageRepository","BasedGram.Tests.Unit.Repositories.TestMessageRepository.GetUserMessagesInDialog_NotFound","BasedGram.Tests.Unit.Repositories.TestMessageRepository.GetUserMessagesInDialog_NotFound",""
"passed","Wed Oct 23 22:58:51 GMT 2024","Wed Oct 23 22:58:51 GMT 2024","308","","","","BasedGram.Tests.Integration.Repositories.TestDialogRepository","BasedGram.Tests.Integration.Repositories.TestDialogRepository.GetDialogByID_Ok","BasedGram.Tests.Integration.Repositories.TestDialogRepository.GetDialogByID_Ok",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","44","","","","BasedGram.Tests.Unit.Repositories.TestUserRepository","BasedGram.Tests.Unit.Repositories.TestUserRepository.ListAllUsers_Ok","BasedGram.Tests.Unit.Repositories.TestUserRepository.ListAllUsers_Ok",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","2","","","","BasedGram.Tests.Unit.Repositories.TestMessageRepository","BasedGram.Tests.Unit.Repositories.TestMessageRepository.GetAllMessagesInDialog_NotFound","BasedGram.Tests.Unit.Repositories.TestMessageRepository.GetAllMessagesInDialog_NotFound",""
"passed","Wed Oct 23 22:58:57 GMT 2024","Wed Oct 23 22:58:57 GMT 2024","153","","","","BasedGram.Tests.Integration.Repositories.TestUserRepository","BasedGram.Tests.Integration.Repositories.TestUserRepository.DeleteUser_Ok","BasedGram.Tests.Integration.Repositories.TestUserRepository.DeleteUser_Ok",""
"passed","Wed Oct 23 22:58:50 GMT 2024","Wed Oct 23 22:58:50 GMT 2024","3","","","","BasedGram.Tests.Integration.Services.TestDialogService","BasedGram.Tests.Integration.Services.TestDialogService.DeleteDialog_ShouldThrowException_WhenExceptionOccurs","BasedGram.Tests.Integration.Services.TestDialogService.DeleteDialog_ShouldThrowException_WhenExceptionOccurs",""
"passed","Wed Oct 23 22:58:57 GMT 2024","Wed Oct 23 22:58:57 GMT 2024","153","","","","BasedGram.Tests.Integration.Repositories.TestUserRepository","BasedGram.Tests.Integration.Repositories.TestUserRepository.GetUserByID_Ok","BasedGram.Tests.Integration.Repositories.TestUserRepository.GetUserByID_Ok",""
"passed","Wed Oct 23 22:58:17 GMT 2024","Wed Oct 23 22:58:17 GMT 2024","5","","","","BasedGram.Tests.Unit.Converters.TestMessageConverter","BasedGram.Tests.Unit.Converters.TestMessageConverter.DbToCoreModel_ShouldConvertProperly","BasedGram.Tests.Unit.Converters.TestMessageConverter.DbToCoreModel_ShouldConvertProperly",""
