"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 22 20:33:25 GMT 2024","Tue Oct 22 20:33:25 GMT 2024","0","","","","BasedGram.Tests.Unit.Converters.TestMessageConverter","BasedGram.Tests.Unit.Converters.TestMessageConverter.DbToCoreModel_ShouldReturnNull_WhenNullInput","BasedGram.Tests.Unit.Converters.TestMessageConverter.DbToCoreModel_ShouldReturnNull_WhenNullInput",""
"passed","Tue Oct 22 20:33:25 GMT 2024","Tue Oct 22 20:33:25 GMT 2024","0","","","","BasedGram.Tests.Unit.Converters.TestDialogConverter","BasedGram.Tests.Unit.Converters.TestDialogConverter.CoreToDbModel_ShouldConvertProperly","BasedGram.Tests.Unit.Converters.TestDialogConverter.CoreToDbModel_ShouldConvertProperly",""
"passed","Tue Oct 22 20:33:53 GMT 2024","Tue Oct 22 20:33:53 GMT 2024","239","","","","BasedGram.Tests.Integration.Repositories.TestUserRepository","BasedGram.Tests.Integration.Repositories.TestUserRepository.CreateUser_Ok","BasedGram.Tests.Integration.Repositories.TestUserRepository.CreateUser_Ok",""
"passed","Tue Oct 22 20:33:25 GMT 2024","Tue Oct 22 20:33:25 GMT 2024","2","","","","BasedGram.Tests.Unit.Services.TestDialogService","BasedGram.Tests.Unit.Services.TestDialogService.CreateDialog_ShouldCreateDialog_WhenDialogDoesNotExist","BasedGram.Tests.Unit.Services.TestDialogService.CreateDialog_ShouldCreateDialog_WhenDialogDoesNotExist",""
"passed","Tue Oct 22 20:33:25 GMT 2024","Tue Oct 22 20:33:25 GMT 2024","5","","","","BasedGram.Tests.Unit.Services.TestDialogService","BasedGram.Tests.Unit.Services.TestDialogService.CreateMessage_ShouldThrowException_WhenRepositoryFails","BasedGram.Tests.Unit.Services.TestDialogService.CreateMessage_ShouldThrowException_WhenRepositoryFails",""
"passed","Tue Oct 22 20:33:26 GMT 2024","Tue Oct 22 20:33:26 GMT 2024","2","","","","BasedGram.Tests.Unit.Repositories.TestUserRepository","BasedGram.Tests.Unit.Repositories.TestUserRepository.DeleteUser_Ok","BasedGram.Tests.Unit.Repositories.TestUserRepository.DeleteUser_Ok",""
"passed","Tue Oct 22 20:33:26 GMT 2024","Tue Oct 22 20:33:27 GMT 2024","880","","","","BasedGram.Tests.Unit.Services.TestAuthService","BasedGram.Tests.Unit.Services.TestAuthService.RegisterUser_ShouldThrowUserRegisterAlreadyExistsException_WhenUserAlreadyExists","BasedGram.Tests.Unit.Services.TestAuthService.RegisterUser_ShouldThrowUserRegisterAlreadyExistsException_WhenUserAlreadyExists",""
"passed","Tue Oct 22 20:33:26 GMT 2024","Tue Oct 22 20:33:26 GMT 2024","2","","","","BasedGram.Tests.Unit.Repositories.TestUserRepository","BasedGram.Tests.Unit.Repositories.TestUserRepository.GetUserByID_NotFound","BasedGram.Tests.Unit.Repositories.TestUserRepository.GetUserByID_NotFound",""
"passed","Tue Oct 22 20:33:25 GMT 2024","Tue Oct 22 20:33:25 GMT 2024","2","","","","BasedGram.Tests.Unit.Services.TestUserService","BasedGram.Tests.Unit.Services.TestUserService.EraseUser_NotFound","BasedGram.Tests.Unit.Services.TestUserService.EraseUser_NotFound",""
"passed","Tue Oct 22 20:33:25 GMT 2024","Tue Oct 22 20:33:25 GMT 2024","1","","","","BasedGram.Tests.Unit.Services.TestDialogService","BasedGram.Tests.Unit.Services.TestDialogService.UpdateMessage_ShouldUpdateMessage_WhenValid","BasedGram.Tests.Unit.Services.TestDialogService.UpdateMessage_ShouldUpdateMessage_WhenValid",""
